V1	V2	V3	V4	V5	V6	V7	V8	feature_tmp_anno_homer_anchor1	feature_tmp_anno_homer_anchor2	feature_tmp_ATAC-seq-WT-hct116.peaks.txt_anchor1	feature_tmp_ATAC-seq-WT-hct116.peaks.txt_anchor2	feature_tmp_H3k4me3StdHotspotsRep1.broadPeak_anchor1	feature_tmp_H3k4me3StdHotspotsRep1.broadPeak_anchor2	feature_tmp_HCT-H3k36me3_anchor1	feature_tmp_HCT-H3k36me3_anchor2	feature_tmp_HCT-H3k4me2_anchor1	feature_tmp_HCT-H3k4me2_anchor2	feature_tmp_HCT-H3k79me2_anchor1	feature_tmp_HCT-H3k79me2_anchor2	feature_tmp_HCT-H3k9ac_anchor1	feature_tmp_HCT-H3k9ac_anchor2	feature_tmp_HCT-H3k9me3_anchor1	feature_tmp_HCT-H3k9me3_anchor2	feature_tmp_Hct116CtcfStdPkRep1.narrowPeak_anchor1	feature_tmp_Hct116CtcfStdPkRep1.narrowPeak_anchor2	feature_tmp_Hct116Elf1V0422111PkRep2.broadPeak_anchor1	feature_tmp_Hct116Elf1V0422111PkRep2.broadPeak_anchor2	feature_tmp_Hct116H3k27acUcdPk.narrowPeak_anchor1	feature_tmp_Hct116H3k27acUcdPk.narrowPeak_anchor2	feature_tmp_Hct116H3k4me1UcdPk.narrowPeak_anchor1	feature_tmp_Hct116H3k4me1UcdPk.narrowPeak_anchor2	feature_tmp_Hct116JundV0422111PkRep2.broadPeak_anchor1	feature_tmp_Hct116JundV0422111PkRep2.broadPeak_anchor2	feature_tmp_Hct116MaxV0422111PkRep2.broadPeak_anchor1	feature_tmp_Hct116MaxV0422111PkRep2.broadPeak_anchor2	feature_tmp_Hct116Yy1sc281V0416101PkRep2.broadPeak_anchor1	feature_tmp_Hct116Yy1sc281V0416101PkRep2.broadPeak_anchor2	feature_tmp_MethylRrbsHct116StanfordSitesRep2.bedRrbs_anchor1	feature_tmp_MethylRrbsHct116StanfordSitesRep2.bedRrbs_anchor2	feature_tmp_RNA-seq-peaks.txt_anchor1	feature_tmp_RNA-seq-peaks.txt_anchor2
chr13	106795626	106799821	chr13	107184946	107189024	loop_name_590	2	231187	403	0	0	5.93845	156.580101	0	0	15.25995	51.48988	0	27.20905	3.55688	40.58914	0	0	0	112	0	0	5.40629	12.42641	10.00766	4.96364	380.69	0	0	323.63	0	381.4	0	26260938756	0	70
chr22	31363642	31368228	chr22	31475241	31482660	loop_name_591	2	738	105	0	0	131.014008	119.983002	11.71237	0	28.93419	28.24126	19.46913	24.2347	30.63692	81.27538	7.75053	0	0	163	228.91	0	4.91522	3.49859	0	3.16159	0	0	604.59	128.41	1225.95	986.6	2666055201	2297988343	0	161
chr16	1818992	1825223	chr16	2095675	2098926	loop_name_592	1	398	569	0	0	127.991997	127.236	12.06786	3.73315	45.20769	24.55655	27.3664	13.99645	42.96248	25.32142	0	0	57	24	0	0	12.93332	6.69655	9.93473	0	0	0	0	0	2779.93	1477.6	233214714	123771963	853	215.5
chr19	2944329	2946173	chr19	3434028	3436395	loop_name_593	1	282	45328	21	0	136.867004	79.506302	0	5.54223	32.883	27.02695	5.2162	8.18509	33.8807	19.16632	0	3.55128	0	0	0	159.43	6.08721	3.35778	0	0	0	0	0	0	0	352.44	85402134	113367014	0	0
chr19	47633136	47635457	chr19	48892477	48895344	loop_name_594	1	182	899	0	0	137.014008	141.063416	0	4.97754	34.84405	28.14134	23.61913	14.1164	45.12034	73.91898	4.29891	0	23	125	0	0	4.40047	5.70676	0	0	0	0	326.41	0	1223.43	296.55	1095586901	1515733290	228	632
chr1	210000201	210002682	chr1	210500560	210503823	loop_name_595	1	130	58	0	0	127.245003	98.670403	0	0	28.79951	24.69768	13.7007	0	19.95055	18.16428	0	0	45	0	233.75	0	4.10932	6.35671	0	2.57678	0	0	986.19	0	521.13	265.07	2730016748	13261652163	148	0
chr16	30387959	30391324	chr16	30405139	30408745	loop_name_596	1	7	202	0	10.5	93.527496	112.739998	0	5.22641	44.81476	24.24521	3.30836	16.32124	56.77536	36.60346	0	0	10	20	0	193.21	13.70352	17.51752	0	0	0	0	117.06	229.62	0	312.44	1428323490	3010279476	53.5	0
chr7	99035163	99038217	chr7	99068406	99071993	loop_name_597	1	127	315	0	0	143.875	138.804001	2.98652	0	21.24046	17.7601	31.27841	14.90344	43.07364	29.84347	0	0	0	0	0	0	7.82999	17.98448	4.23946	0	0	0	0	129.76	864.56	506.51	5050863885	891635242	0	49
chr11	12106316	12113241	chr11	12202537	12206995	loop_name_598	2	22344	19536	15.5	0	77.387609	9.42772	0	0	51.9132	22.8622	0	4.12098	28.98763	16.78956	0	0	42	0	0	0	13.10746	6.51343	4.17355	4.50577	0	0	0	0	160.75	0	24213012	0	0	0
chr10	71928840	71932669	chr10	73005443	73008772	loop_name_599	1	470	29123	0	0	149.191594	8.53875	0	0	30.26881	16.16161	25.80289	0	52.62333	7.43947	0	0	0	0	0	0	4.29433	4.63369	0	3.99348	0	0	0	0	398.91	0	1366675815	0	0	0
chr9	33815518	33818841	chr9	33875626	33877992	loop_name_600	1	2	57553	13	9.5	121.761002	12.8018	0	0	37.68312	14.86068	19.29309	14.52024	44.79416	8.33507	0	0	8	0	0	0	39.63528	4.51547	10.72727	8.9496	0	105.72	0	110.77	350.14	0	1454157672	0	135	0
chr3	50281523	50287165	chr3	50364111	50366810	loop_name_601	1	18	208	0	12.5	49.109799	92.861099	3.98203	0	32.97135	25.03999	16.09982	9.80714	30.27205	33.7324	0	0	149	0	0	149.9	14.44896	4.24436	13.88841	4.67395	0	0	0	0	256.61	184.03	251417463	755485606	0	0
chr12	66021460	66030588	chr12	66273935	66292160	loop_name_602	5	10128	7101	16	16.5	12.80813	31.30871	11.38828	27.83993	14.83051	34.98995	29.18841	37.53418	20.83076	45.44607	2.98532	0	0	0	0	0	8.91204	16.33619	7.67817	18.26043	515.33	413.38	160.95	111.26	254.94	151.96	264101941	331378064	34	0
chr5	177538619	177542044	chr5	177556733	177559645	loop_name_603	5	224	227	0	0	82.345398	125.568129	0	0	31.90862	29.47857	7.95133	7.70011	20.57708	43.13273	0	0	20	0	0	0	5.14476	9.40222	5.38693	0	0	0	0	144.71	379.37	461.02	15090956652	14737309583	0	64
chr20	61362673	61377791	chr20	61453615	61456858	loop_name_604	2	30043	6823	0	0	68.63096	4.26938	34.9815	0	44.77899	33.92566	77.87774	0	86.61814	14.67125	0	0	31	63	0	0	17.98775	3.06574	16.06858	7.96778	0	0	327.21	0	493.57	215.72	1718396103	553104589	153	0
chr10	74019020	74024495	chr10	74030007	74038323	loop_name_605	17	11919	488	0	0	53.02879	126.462997	0	5.21374	47.49586	30.68283	0	8.31025	20.91588	29.91563	0	0	7	35	0	382.19	11.34311	6.11249	11.26992	6.8351	0	1200.46	0	103.97	222.58	3107.9	148041281	2221010697	0	1110
chr6	31514981	31517091	chr6	31668586	31672587	loop_name_606	1	683	263	0	0	103.327003	141.204025	3.21324	2.77576	24.37858	24.56489	8.38855	6.61671	31.43983	34.53292	0	0	0	8	0	0	6.72857	7.59485	4.19117	0	0	0	0	0	748.7	600.16	126064219	855117650	108.5	33.5
chr15	40390074	40392795	chr15	40729959	40735268	loop_name_607	1	6852	694	0	0	10.6574	72.419183	0	0	17.64162	72.24225	0	6.47764	5.23057	55.36504	0	0	0	8	0	142.83	3.53694	9.42163	16.76961	0	128.41	0	0	0	0	106.02	0	7861586241	0	0
chr1	27225609	27227958	chr1	27984259	27987757	loop_name_608	1	178	3225	0	0	137.492996	71.6987	0	0	21.77524	27.14265	12.82643	0	41.91276	18.18272	0	0	0	0	0	129.63	5.80307	7.31747	0	6.68015	0	0	0	0	3100	197.25	490080704	1847111170	52	0
chr7	6046984	6050293	chr7	6411693	6415916	loop_name_609	1	20	321	0	0	114.663002	116.186808	0	0	45.89788	50.13354	26.3294	30.05526	50.45342	52.23413	0	0	0	0	0	0	12.78547	14.75808	0	3.95388	0	0	1224.83	109.18	413.58	2635.98	193564375	468240683	221	30
chr2	226891455	226899304	chr2	227287255	227294908	loop_name_610	1	112130	232427	0	0	61.761799	10.61113	6.76758	2.89194	32.57118	24.24296	10.24999	0	28.23993	15.42576	0	0	0	0	0	0	16.06677	23.15319	12.88551	14.40702	0	0	0	0	241.82	139.21	1361375542	0	0	0
chr10	3802853	3806636	chr10	3817310	3820179	loop_name_611	2	22728	8728	0	0	44.0172	5.69962	0	20.76921	36.28131	38.24622	0	24.99064	16.48724	12.978	0	0	0	0	0	0	4.51575	3.88134	8.98263	9.3064	435.25	354.16	0	322.17	0	0	41859408	0	0	716
chr3	9403625	9406392	chr3	9435520	9442504	loop_name_612	3	292	166	0	0	130.557999	136.399033	2.41997	10.58519	20.25383	43.5381	23.30454	39.84519	33.85244	66.37782	0	0	0	0	0	0	10.46265	7.50732	0	8.75868	0	0	607.06	0	856.07	3114.23	150477685	632411345	164	0
chrX	48753518	48756491	chrX	48813550	48817146	loop_name_613	1	190	300	0	0	101.389	107.188004	0	0	26.05481	41.52717	17.63573	11.67436	34.4236	61.9291	0	0	0	0	0	239.68	20.42113	20.95786	0	18.3418	0	0	103.76	0	710.65	132.13	1267626409	5223178687	124	162
chr12	54387492	54392184	chr12	54717272	54724078	loop_name_614	2	731	1801	0	15	102.309998	163.360385	0	8.73629	61.21895	77.37306	18.99435	39.78354	53.62287	108.33014	0	0	12	57	0	0	4.8435	15.58344	0	10.03599	0	0	0	0	458.77	2052.09	2882637710	328314374	81.5	43.5
chr10	74019020	74024495	chr10	74055000	74059698	loop_name_615	1	11919	23672	0	0	53.02879	86.293999	0	0	47.49586	30.38408	0	0	20.91588	34.89084	0	0	7	0	0	0	11.34311	8.26308	11.26992	6.03679	0	0	0	0	222.58	971.89	148041281	148114430	0	46
chr10	102824301	102828253	chr10	103589214	103592133	loop_name_616	1	221	8937	0	0	98.767899	25.9457	0	0	33.18585	29.99276	0	0	27.34349	16.35897	0	0	151	0	0	0	9.24088	6.51808	3.86274	2.46663	0	0	0	0	1000.61	126.5	4421544111	0	41	0
chr7	99100892	99103930	chr7	99154609	99157944	loop_name_617	1	144	171	0	0	129.912994	144.285995	0	5.6187	28.7079	17.47394	7.70046	17.49197	17.52644	52.9175	0	0	0	0	228.43	163.72	6.46433	12.79635	0	8.76862	0	0	0	0	696.36	966.76	1585639247	5949386980	140	106
chr2	190625467	190629092	chr2	191183366	191186824	loop_name_618	1	226	324	0	0	135.382004	135.537994	0	0	12.92863	24.1478	9.98954	5.08093	26.09643	24.31597	0	0	69	87	0	246.7	7.48289	2.93769	0	0	0	0	290.73	0	558.14	351.05	0	2867768204	90	27
chr13	41343651	41346754	chr13	41362201	41365729	loop_name_619	3	144	418	0	0	151.981003	100.945999	2.63715	0	29.23476	38.65085	8.94731	8.3226	24.42294	35.21846	0	0	10	7	0	0	3.92561	11.93525	5.48069	0	0	0	100.46	364.18	575.68	391.63	496143179	2192271463	223	26.5
chr2	227287255	227294908	chr2	227699864	227702252	loop_name_620	2	232427	427	0	0	10.61113	125.929001	2.89194	0	24.24296	23.63183	0	9.7843	15.42576	34.4409	0	2.74932	0	0	0	0	23.15319	7.53456	14.40702	9.56534	0	0	0	1459.46	139.21	209.14	0	13206646888	0	464
chr16	3178230	3180643	chr16	3206887	3212431	loop_name_621	4	5446	15367	0	0	26.913	114.337833	2.98185	0	21.11686	52.90824	0	0	7.80287	52.44856	0	0	101	0	0	0	4.05991	18.1609	0	0	0	0	0	182.42	147.49	651.62	0	173318397	0	0
chr11	65318088	65319979	chr11	65321609	65329565	loop_name_622	12	6665	112	0	0	14.3178	59.066102	6.88358	0	24.08278	32.13402	0	14.88412	6.00218	30.95826	0	0	71	0	0	0	5.75148	37.12075	7.38964	25.70252	0	0	0	0	109.32	750.17	391915422	5552613482	108	0
chr17	79317005	79321399	chr17	79518171	79521806	loop_name_623	1	14728	560	0	0	227.979897	139.169998	4.91096	0	64.47164	25.06776	15.675	7.31289	72.56759	28.09032	0	0	26	13	0	0	21.05779	5.83117	0	7.92995	0	0	0	0	452.95	1079.25	11501312730	10098957828	0	0
chr2	85151202	85154993	chr2	85694169	85697398	loop_name_624	2	20335	49730	0	0	90.271301	4.54242	0	0	43.27946	14.94179	0	0	38.837	3.38838	0	0	228	0	0	0	10.32976	4.2121	0	3.2196	0	0	234.69	0	1634.15	0	1021837290	0	20	0
chr6	26336235	26338345	chr6	27247752	27249966	loop_name_625	1	28097	31152	0	0	9.94764	26.2726	0	0	16.67588	22.88664	0	0	5.40206	5.9037	0	0	0	0	0	0	5.17705	6.59497	6.7521	0	145.76	0	0	0	0	0	0	190739470	0	0
chr14	24897140	24901730	chr14	24909366	24913489	loop_name_626	1	294	579	0	0	129.796997	144.565385	0	3.9372	29.79379	34.52458	10.90893	10.86563	49.49768	36.65937	0	0	141	0	0	0	7.88333	6.94856	4.18649	0	0	0	0	145.6	597.46	143.26	1767841004	199294205	243	0
chr2	227070292	227082573	chr2	227442534	227451815	loop_name_627	6	68923	76334	0	0	6.69001	5.69962	13.41122	14.16212	33.80853	33.17988	0	5.81383	29.52848	16.99383	0	2.10078	73	0	0	0	21.05413	24.38545	21.29687	32.1632	0	462.63	121.63	0	474.02	307.27	0	0	0	0
chr2	227287255	227294908	chr2	227507911	227533994	loop_name_628	5	232427	2556	0	0	10.61113	49.254261	2.89194	38.51838	24.24296	65.42829	0	68.52625	15.42576	68.67064	0	3.20645	0	0	0	0	23.15319	61.65826	14.40702	49.77331	0	879.71	0	713.17	139.21	1445.55	0	910055797	0	147
chr13	111613802	111621273	chr13	111624690	111626864	loop_name_629	5	836	7403	0	0	25.187901	0	0	12.37642	25.66519	5.92709	12.87298	17.40932	43.95918	8.46266	0	2.67226	0	0	0	0	19.20446	2.8424	14.89094	0	787.17	0	116.44	0	262.64	0	223242168	0	0	0
chr9	127418896	127423753	chr9	127702078	127706005	loop_name_630	1	610	656	0	0	65.310699	136.917007	0	0	27.34414	25.6302	22.33746	3.01542	13.71953	32.88151	0	0	0	10	0	0	4.69151	9.81958	3.79468	0	0	0	160.77	0	487.42	506.94	0	5618949256	0	0
chr11	61580821	61588574	chr11	61733538	61741318	loop_name_631	1	169	2296	31.5	0	126.679771	147.610441	8.38315	11.17084	29.14771	55.39246	7.25383	33.66178	66.55639	69.62067	3.2321	0	50	0	0	0	15.45663	13.53243	10.0142	14.92943	0	0	103.97	0	544.01	1676.42	5604121438	2716363383	103	675
chr19	41075281	41077044	chr19	41102558	41113028	loop_name_632	1	6594	516	0	0	81.742801	142.043868	0	0	30.01718	72.94594	0	16.909	24.12007	103.2062	0	0	0	241	0	0	3.17303	19.71981	0	8.06431	0	0	0	428.83	0	445.89	698300959	5508320429	0	30
chr2	9769060	9771830	chr2	10586503	10591952	loop_name_633	1	739	548	9.5	0	144.371002	239.903999	10.64771	2.66559	37.33403	54.45112	18.18897	27.69774	47.04377	83.53842	0	0	0	8	0	0	8.60814	14.53143	0	4.96188	0	0	0	354.73	1208.22	126.5	381065387	1270604695	1030	0
chr4	123818081	123821036	chr4	123841840	123845346	loop_name_634	1	24202	168	0	0	0	141.501999	0	0	16.42961	28.9098	0	21.07542	3.64365	29.46424	0	0	0	0	0	0	3.21169	4.87787	3.38708	10.75617	501.9	0	0	206.61	105.55	877.3	0	1114595708	0	132
chr20	33542133	33544807	chr20	33679030	33681938	loop_name_635	1	32	134	0	0	138.201996	135.970001	0	0	33.37772	21.24046	6.30256	11.02949	33.83774	24.60904	0	0	14	84	0	496.88	2.74544	2.14487	0	0	0	0	0	504.05	491.81	1531.3	1207571616	1044093251	25	102
chr11	6622924	6629704	chr11	6702783	6705733	loop_name_636	3	1274	374	0	25.5	150.043588	155.589005	17.34784	5.69007	40.61883	30.39236	28.85266	18.07769	44.25008	53.30131	0	0	7	68	106.98	0	6.40868	3.09335	3.32724	0	137.86	0	0	172.54	887.74	697.01	92751238	46934693	126	924
chr11	73470428	73472934	chr11	74301866	74306279	loop_name_637	1	520	423	0	0	154.862995	145.785995	0	6.76528	46.04841	26.97671	8.20152	13.42247	38.52707	63.88775	0	0	15	0	187.44	0	8.39782	2.93411	2.66744	3.45584	0	0	121.62	0	3100	536.21	3453176415	0	202	69.5
chr6	30581561	30587071	chr6	30639562	30641445	loop_name_638	2	768	326	0	0	144.718994	124.228637	11.05211	0	50.20066	32.61166	28.77955	9.43884	61.12436	41.94559	0	0	0	90	0	400.34	21.50096	4.15483	3.6119	0	0	0	114.97	0	5147.74	731.98	61166316	704732734	887	248
chr13	106751442	106754116	chr13	107123529	107126302	loop_name_639	1	276132	62472	0	0	3.00622	14.2063	0	0	21.3872	18.54224	0	0	3.59651	9.41523	0	0	0	0	0	0	3.95385	2.549	5.61205	2.91344	0	157.95	0	0	0	521.63	0	428497824	0	0
chr11	62445282	62447656	chr11	62471781	62474735	loop_name_640	1	120	529	0	0	106.637001	103.065002	2.42062	7.80637	33.43653	20.41348	8.16062	7.24872	32.53196	35.17293	0	0	0	0	411.93	177.51	5.89896	11.85321	3.62972	6.2325	0	0	114.6	0	287.14	155.47	936696261	1436894710	713	129
chr22	42015018	42019144	chr22	42083198	42086135	loop_name_641	2	20	246	0	0	141.869003	137.658005	3.28513	3.2761	29.02262	40.07195	26.18595	30.87036	74.85346	49.36001	0	0	0	0	0	170.91	9.06916	4.78212	3.65323	0	0	0	0	515.44	695.34	508.79	1344541041	757526128	263	63.5
chr7	99004467	99007944	chr7	99100892	99103930	loop_name_642	1	99	144	0	0	153.494003	129.912994	3.04639	0	31.99846	28.7079	43.83846	7.70046	43.84201	17.52644	0	0	0	0	104.4	228.43	9.81284	6.46433	4.03293	0	0	0	0	0	469.67	696.36	5940373004	1585639247	601	140
chr17	7302718	7304517	chr17	7648697	7650536	loop_name_643	1	3832	8021	0	0	0	3.55959	0	0	18.43352	12.64676	0	0	9.37483	5.88216	0	0	0	25	0	0	10.06848	5.02341	4.37739	0	0	110.45	0	0	0	0	0	0	0	0
chr7	139350121	139353729	chr7	139469502	139473040	loop_name_644	1	125768	6422	0	0	4.26654	22.74508	2.66559	5.54211	7.01549	37.14298	3.64868	21.99883	0	11.49427	0	0	0	0	0	0	4.68352	7.99859	5.8057	10.65046	123.22	865.26	0	0	0	422.89	0	0	0	0
chr19	49198425	49202513	chr19	49374198	49380371	loop_name_645	1	1241	1636	0	0	126.4833	148.166634	0	24.76701	40.39819	31.57951	9.2942	24.48263	31.70717	90.61973	0	0	0	0	0	0	7.79881	15.59037	12.35969	4.42741	0	0	0	0	195.8	554.12	1082398836	1234404919	0	631
chr19	42829088	42831572	chr19	42899678	42903184	loop_name_646	3	569	131	0	0	131.662994	126.362908	0	0	35.81334	27.97524	12.32717	14.63166	37.24673	40.95639	0	0	116	0	0	0	3.40456	3.99269	0	0	0	0	0	0	208.29	253.12	1070744210	729321859	0	55.5
chr1	8213050	8217741	chr1	8232263	8236261	loop_name_647	4	53336	34470	0	0	6.40941	0	0	0	15.11906	20.37121	0	0	14.24589	15.26171	2.16529	0	0	7	0	0	9.28698	27.92442	9.09307	12.93013	0	0	233.02	301.34	363.3	194.05	16429883	0	0	20
chr17	40073340	40077329	chr17	40571676	40576437	loop_name_648	1	60	1281	0	0	148.714005	127.071999	0	0	46.90051	27.08778	10.16368	21.53828	93.63903	41.02971	0	0	0	0	0	0	15.85635	10.79814	7.47908	9.3669	0	0	0	0	563.49	463.14	2083894713	2393913255	91.5	378
chr20	33103054	33105663	chr20	33542133	33544807	loop_name_649	1	170	32	0	0	142.112	138.201996	0	0	19.11393	33.37772	20.66548	6.30256	23.73539	33.83774	0	0	0	14	0	0	4.06325	2.74544	0	0	0	0	0	0	100.06	491.81	893812634	1207571616	0	25
chr6	27796027	27809060	chr6	28302272	28305613	loop_name_650	1	3239	32	0	0	184.502693	108.725809	0	0	49.76373	24.72298	8.54717	4.13005	83.57769	25.44935	0	0	0	0	0	0	78.28844	7.3679	14.37731	2.98493	109.81	0	286.53	0	269.56	369.28	333630161	820809438	1999.5	0
chr17	55498774	55504709	chr17	55965858	55972318	loop_name_651	1	99216	11662	11.5	0	20.0073	39.044261	0	4.42067	17.92259	21.32864	11.18932	18.84059	10.95001	41.70537	0	2.75846	0	223	0	0	4.01216	11.89426	7.38854	10.60252	387.99	0	279.57	0	520.07	805.57	111007078	447755618	74.5	0
chr12	56521462	56524653	chr12	56650081	56653373	loop_name_652	1	1072	416	0	0	115.792999	122.690002	5.7196	3.95873	39.74669	35.98853	12.07991	9.62145	47.64464	37.8009	0	0	0	53	0	0	3.97844	3.99875	2.15857	7.04664	0	0	0	0	430.27	303.78	791316530	3795684106	287	0
chr10	126733392	126735920	chr10	127582819	127586501	loop_name_653	1	13217	444	0	0	7.10851	97.218498	0	0	24.80496	6.26703	7.31289	3.33582	14.54043	10.89013	0	4.01254	0	51	0	0	3.21342	4.80834	8.23433	1.91205	0	0	138.59	120.97	291.19	433.79	0	11355048468	0	70
chr19	47986201	47988823	chr19	48110473	48113913	loop_name_654	2	9	740	0	0	135.591995	118.655998	3.43414	0	19.59694	57.72797	5.94356	12.82437	29.82951	71.82193	0	0	94	13	0	0	3.23408	9.04613	0	0	0	0	0	0	3100	418.37	1775530546	7986661891	0	24.5
chr1	28694715	28698043	chr1	28762013	28765997	loop_name_655	1	314	656	0	0	128.621002	15.6259	0	0	17.68644	24.73423	14.15827	11.87082	29.74994	6.14753	0	0	49	24	0	0	8.45562	6.72217	0	8.60033	0	267.61	0	136.71	2446.13	182.27	774800683	57529722	34.5	38.5
chr1	16692421	16695815	chr1	16823912	16826996	loop_name_656	2	593	6258	0	0	142.753998	94.4431	0	0	24.66378	36.75282	14.97537	0	71.52665	26.88289	0	0	0	13	912.55	0	16.23741	24.94708	0	0	0	0	280.72	0	3100	291.27	350575317	1514317078	59.5	28.5
chr1	29046491	29049569	chr1	29212850	29214945	loop_name_657	2	15103	295	0	0	8.41025	136.643005	0	0	16.75529	43.13937	0	4.71942	12.66282	33.66338	0	0	0	0	0	0	10.0316	6.90842	4.04087	0	0	0	0	0	0	0	0	1606761585	0	88.5
chr9	88555545	88558172	chr9	88895460	88898511	loop_name_658	1	415	504	0	0	136.289993	142.147003	5.81892	0	23.17367	33.46498	12.61132	15.55509	59.67665	40.51828	0	0	0	0	401.89	0	7.65339	7.41515	0	0	0	0	0	186.31	1887.86	528.54	4959147625	6845082548	183.5	59.5
chr1	161014051	161017271	chr1	161052068	161055228	loop_name_659	4	108	5737	0	0	125.473999	7.81829	0	0	15.66144	15.26929	5.80556	0	26.76984	12.35897	3.25292	0	0	0	0	0	8.58665	3.2863	0	3.87789	0	0	0	0	3100	345.01	2737261096	0	0	0
chr19	923855	927405	chr19	939600	942070	loop_name_660	1	407	14798	0	0	99.3601	17.05618	0	2.73764	37.35773	33.8195	12.91631	15.92061	46.29843	15.63067	0	0	0	0	0	0	7.10437	2.33793	0	7.55332	0	0	137.46	0	284.61	204.84	125917052	38581138	0	0
chr6	129920189	129922539	chr6	130050545	130054497	loop_name_661	1	110006	21151	0	0	0	2.14003	2.78469	0	3.40285	17.00672	0	0	0	4.96251	0	0	0	43	0	0	5.40787	3.06483	5.4223	3.43843	0	0	0	0	0	272.19	0	0	1011	0
chr11	62605864	62610819	chr11	64576209	64578631	loop_name_662	1	714	615	0	0	136.290128	130.682999	0	0	37.40394	35.70292	17.50712	10.47087	75.11088	30.91966	0	0	0	0	278.72	278.52	5.09838	13.09545	0	0	470.75	0	577.62	0	3782.21	291.19	2754748135	2776856290	669	103
chr6	26194620	26208197	chr6	27110906	27119217	loop_name_663	7	1622	201	0	0	208.785431	87.271301	0	0	47.03493	67.98055	8.88305	6.36935	63.89583	71.66794	0	0	20	0	0	107.45	40.13671	38.02931	9.90634	3.92522	0	0	0	449.21	1235.29	767.3	681195911	0	5490	2820
chr11	47196774	47200768	chr11	47234855	47239131	loop_name_664	5	95	500	0	0	154.990005	123.810997	14.52942	0	27.59036	30.12996	15.14085	8.423	58.28366	43.0154	0	0	70	0	0	0	6.06082	7.49298	3.76805	10.92458	0	134.9	0	0	2571.93	673.26	1746346339	1039200255	205	333
chr22	45557483	45561364	chr22	45640078	45644554	loop_name_665	3	238	5666	0	0	156.909603	14.32941	0	0	49.91739	28.09339	33.61335	0	72.1805	15.28722	0	0	0	0	109.17	0	10.07434	6.08634	0	5.98573	0	0	401.32	158.7	779.94	149.08	4829355540	228214947	80	0
chr1	66755868	66770169	chr1	66900689	66903534	loop_name_666	2	34772	82051	0	0	39.62172	0	2.74824	0	50.97026	12.98529	0	0	39.48779	3.19475	0	0	0	35	0	0	16.57577	3.5174	16.30961	5.51719	1032.82	127.12	101.61	0	0	102.32	0	0	0	0
chr3	48505740	48509898	chr3	48543630	48546965	loop_name_667	6	190	3039	0	0	91.933197	9.40163	12.36912	0	27.34101	14.92013	9.86882	0	30.1223	6.58313	0	0	36	39	0	0	12.01186	8.30997	0	4.41959	0	112.19	0	135.05	294.2	129.57	194029787	0	531	0
chr20	48899670	48904229	chr20	49153908	49160618	loop_name_668	1	7307	30405	0	0	15.7882	18.47571	0	0	17.79814	33.48683	0	37.35503	10.97173	13.5568	0	0	0	15	0	0	6.32896	8.79054	4.14856	12.12567	0	221.22	0	200.65	105.2	386.17	733523875	0	0	26
chr20	34041524	34044840	chr20	34202538	34206675	loop_name_669	1	41	801	0	0	123.695999	116.4257	0	0	25.62771	36.20578	13.55219	2.10711	38.29943	36.27695	0	0	0	24	0	0	5.65688	14.3322	0	3.00343	0	0	0	316.27	2914.99	230.32	817035201	1402391730	0	0
chr7	73151999	73158973	chr7	73263842	73267436	loop_name_670	1	2289	8784	9	0	130.725033	10.10334	6.44531	0	49.30036	19.2927	22.86933	0	80.63285	14.86886	0	0	17	0	0	0	62.38384	13.47588	37.01705	26.33471	0	520.99	0	789.4	897.16	118.33	2706744145	0	0	0
chr13	73354414	73356679	chr13	73668890	73672107	loop_name_671	1	614	37569	0	0	159.408005	0	0	0	23.10548	11.70816	26.84854	0	56.71207	2.79176	0	2.43248	13	0	267.25	0	7.13478	6.75237	0	4.77273	0	144.04	232.71	0	545.97	0	2053965229	0	542	0
chr22	31890535	31894056	chr22	32056414	32059755	loop_name_672	1	171	465	0	0	134.056363	151.503998	0	0	32.73822	20.90341	5.40176	20.02185	47.49276	38.9768	0	0	16	0	0	0	3.73955	3.65906	0	3.47564	0	232.04	0	132.08	155.09	2395.04	1275709300	128235569	30.5	0
chr11	64643143	64647495	chr11	64850203	64853040	loop_name_673	2	921	7	0	0	130.667007	155.444	3.38453	2.52854	73.29229	18.88806	17.47966	23.58938	94.06344	55.04773	0	0	27	0	0	981.38	11.97936	5.70935	4.38223	0	0	0	0	0	625.19	290.2	2779770938	1491583944	83	0
chr1	164612054	164615607	chr1	164713988	164723521	loop_name_674	1	84872	25123	13	0	0	0	0	0	7.02885	25.74729	0	0	5.03934	20.05996	0	0	0	0	0	0	3.53645	13.07393	9.46264	17.91671	150.64	243.85	0	275.84	0	0	0	329435301	0	0
chr14	68400422	68402274	chr14	68654238	68663852	loop_name_675	2	111039	368736	0	0	0	0	0	0	2.73621	4.46915	0	0	0	0	0	0	35	0	0	0	3.12658	24.63787	0	37.19332	0	0	0	114.3	127.11	0	0	0	0	0
chr9	32523294	32527673	chr9	32571453	32574289	loop_name_676	1	838	311	52.5	56.5	110.439003	155.260218	3.2971	0	36.77401	21.2998	9.02632	13.49835	27.59575	31.96813	0	0	22	70	0	0	4.82183	4.31806	4.24165	2.5934	0	0	0	151.5	174.13	371.22	617997757	228010823	26	671
